timestamp,orig_cadence,frac,cadence_raw,cadence_spm,enhanced_speed,heart_rate,step_length
2026-07-02 06:46:09+00:00,0,0.0,0.0,0.0,1.418,60,
2026-07-02 06:46:10+00:00,0,0.0,0.0,0.0,0.0,60,
2026-07-02 06:46:11+00:00,40,0.5,40.5,81.0,0.0,60,
2026-07-02 06:46:12+00:00,40,0.5,40.5,81.0,0.998,60,
2026-07-02 06:46:13+00:00,40,0.5,40.5,81.0,0.998,60,
2026-07-02 06:46:14+00:00,40,0.5,40.5,81.0,1.092,61,
2026-07-02 06:46:15+00:00,40,0.5,40.5,81.0,1.633,61,1.22
2026-07-02 06:46:16+00:00,89,0.0,89.0,178.0,1.819,61,0.61
2026-07-02 06:46:17+00:00,89,0.5,89.5,179.0,2.417,63,0.81
2026-07-02 06:46:18+00:00,89,0.5,89.5,179.0,2.435,64,0.82
2026-07-02 06:46:19+00:00,89,0.5,89.5,179.0,2.762,65,0.93
2026-07-02 06:46:20+00:00,89,0.5,89.5,179.0,2.781,66,0.94
2026-07-02 06:46:21+00:00,89,0.5,89.5,179.0,2.762,67,0.93
2026-07-02 06:46:22+00:00,89,0.0,89.0,178.0,2.743,67,0.92
2026-07-02 06:46:23+00:00,88,0.5,88.5,177.0,2.697,68,0.91
2026-07-02 06:46:24+00:00,88,0.5,88.5,177.0,2.575,69,0.88
2026-07-02 06:46:25+00:00,87,0.5,87.5,175.0,2.557,70,0.87
2026-07-02 06:46:26+00:00,87,0.0,87.0,174.0,2.454,70,0.85
2026-07-02 06:46:27+00:00,87,0.0,87.0,174.0,2.389,71,0.82
2026-07-02 06:46:28+00:00,87,0.0,87.0,174.0,2.305,72,0.79
2026-07-02 06:46:29+00:00,87,0.5,87.5,175.0,2.267,72,0.77
2026-07-02 06:46:30+00:00,87,0.5,87.5,175.0,2.258,73,0.77
2026-07-02 06:46:31+00:00,87,0.5,87.5,175.0,2.211,74,0.75
2026-07-02 06:46:32+00:00,87,0.5,87.5,175.0,2.211,75,0.75
2026-07-02 06:46:33+00:00,86,0.5,86.5,173.0,2.23,76,0.77
2026-07-02 06:46:34+00:00,86,0.0,86.0,172.0,2.23,77,0.78
2026-07-02 06:46:35+00:00,86,0.0,86.0,172.0,2.221,78,0.77
2026-07-02 06:46:36+00:00,86,0.0,86.0,172.0,2.118,79,0.74
2026-07-02 06:46:37+00:00,86,0.0,86.0,172.0,2.025,80,0.71
2026-07-02 06:46:38+00:00,85,0.5,85.5,171.0,2.025,81,0.71
2026-07-02 06:46:39+00:00,84,0.0,84.0,168.0,1.978,82,0.71
2026-07-02 06:46:40+00:00,84,0.0,84.0,168.0,2.071,83,0.74
2026-07-02 06:46:41+00:00,84,0.5,84.5,169.0,2.071,83,0.74
2026-07-02 06:46:42+00:00,85,0.0,85.0,170.0,2.062,84,0.73
2026-07-02 06:46:43+00:00,85,0.0,85.0,170.0,2.081,85,0.73
2026-07-02 06:46:44+00:00,84,0.5,84.5,169.0,2.137,86,0.76
2026-07-02 06:46:45+00:00,84,0.0,84.0,168.0,2.137,87,0.76
2026-07-02 06:46:46+00:00,84,0.0,84.0,168.0,2.09,88,0.75
2026-07-02 06:46:47+00:00,84,0.0,84.0,168.0,2.071,89,0.74
2026-07-02 06:46:48+00:00,84,0.0,84.0,168.0,2.071,89,0.74
2026-07-02 06:46:49+00:00,83,0.5,83.5,167.0,2.053,90,0.74
2026-07-02 06:46:50+00:00,83,0.5,83.5,167.0,2.062,91,0.74
2026-07-02 06:46:51+00:00,83,0.5,83.5,167.0,2.053,92,0.74
2026-07-02 06:46:52+00:00,83,0.0,83.0,166.0,2.053,92,0.74
2026-07-02 06:46:53+00:00,83,0.0,83.0,166.0,2.025,93,0.73
2026-07-02 06:46:54+00:00,82,0.5,82.5,165.0,2.025,93,0.74
2026-07-02 06:46:55+00:00,82,0.5,82.5,165.0,2.015,94,0.73
2026-07-02 06:46:56+00:00,82,0.5,82.5,165.0,2.015,95,0.74
2026-07-02 06:46:57+00:00,82,0.5,82.5,165.0,2.025,95,0.74
2026-07-02 06:46:58+00:00,82,0.5,82.5,165.0,2.025,96,0.74
2026-07-02 06:46:59+00:00,82,0.5,82.5,165.0,2.025,96,0.74
2026-07-02 06:47:00+00:00,82,0.5,82.5,165.0,2.034,96,0.73
2026-07-02 06:47:01+00:00,83,0.0,83.0,166.0,2.034,97,0.73
2026-07-02 06:47:02+00:00,83,0.5,83.5,167.0,2.025,97,0.73
2026-07-02 06:47:03+00:00,83,0.0,83.0,166.0,2.025,98,0.73
2026-07-02 06:47:04+00:00,82,0.5,82.5,165.0,2.034,98,0.73
2026-07-02 06:47:05+00:00,82,0.5,82.5,165.0,2.034,99,0.74
2026-07-02 06:47:06+00:00,81,0.5,81.5,163.0,2.043,99,0.76
2026-07-02 06:47:07+00:00,81,0.5,81.5,163.0,2.025,99,0.75
2026-07-02 06:47:08+00:00,81,0.5,81.5,163.0,2.025,100,0.74
2026-07-02 06:47:09+00:00,81,0.5,81.5,163.0,1.997,100,0.73
2026-07-02 06:47:10+00:00,81,0.5,81.5,163.0,1.997,100,0.74
2026-07-02 06:47:11+00:00,81,0.5,81.5,163.0,1.997,101,0.74
2026-07-02 06:47:12+00:00,81,0.5,81.5,163.0,1.978,101,0.72
2026-07-02 06:47:13+00:00,82,0.5,82.5,165.0,1.978,101,0.72
2026-07-02 06:47:14+00:00,82,0.5,82.5,165.0,1.959,101,0.72
2026-07-02 06:47:15+00:00,82,0.5,82.5,165.0,1.941,102,0.71
2026-07-02 06:47:16+00:00,81,0.5,81.5,163.0,1.931,101,0.71
2026-07-02 06:47:17+00:00,81,0.5,81.5,163.0,1.922,101,0.7
2026-07-02 06:47:18+00:00,81,0.5,81.5,163.0,1.913,102,0.7
2026-07-02 06:47:19+00:00,82,0.5,82.5,165.0,1.913,102,0.7
2026-07-02 06:47:20+00:00,82,0.5,82.5,165.0,1.903,102,0.7
2026-07-02 06:47:21+00:00,82,0.5,82.5,165.0,1.894,102,0.69
2026-07-02 06:47:22+00:00,81,0.5,81.5,163.0,1.894,102,0.69
2026-07-02 06:47:23+00:00,80,0.5,80.5,161.0,1.894,102,0.71
2026-07-02 06:47:24+00:00,80,0.5,80.5,161.0,1.885,103,0.71
2026-07-02 06:47:25+00:00,80,0.0,80.0,160.0,1.875,103,0.7
2026-07-02 06:47:26+00:00,80,0.5,80.5,161.0,1.866,103,0.7
2026-07-02 06:47:27+00:00,80,0.5,80.5,161.0,1.866,103,0.7
2026-07-02 06:47:28+00:00,80,0.5,80.5,161.0,1.866,104,0.7
2026-07-02 06:47:29+00:00,80,0.5,80.5,161.0,1.866,104,0.69
2026-07-02 06:47:30+00:00,81,0.5,81.5,163.0,1.857,104,0.69
2026-07-02 06:47:31+00:00,81,0.5,81.5,163.0,1.857,104,0.68
2026-07-02 06:47:32+00:00,81,0.5,81.5,163.0,1.847,104,0.68
2026-07-02 06:47:33+00:00,81,0.5,81.5,163.0,1.847,103,0.68
2026-07-02 06:47:34+00:00,81,0.5,81.5,163.0,1.838,103,0.68
2026-07-02 06:47:35+00:00,82,0.5,82.5,165.0,1.838,103,0.67
2026-07-02 06:47:36+00:00,82,0.5,82.5,165.0,1.838,103,0.67
2026-07-02 06:47:37+00:00,82,0.5,82.5,165.0,1.838,104,0.67
2026-07-02 06:47:38+00:00,81,0.5,81.5,163.0,1.829,103,0.68
2026-07-02 06:47:39+00:00,80,0.5,80.5,161.0,1.819,103,0.68
2026-07-02 06:47:40+00:00,80,0.5,80.5,161.0,1.81,104,0.68
2026-07-02 06:47:41+00:00,80,0.5,80.5,161.0,1.801,104,0.68
2026-07-02 06:47:42+00:00,80,0.5,80.5,161.0,1.801,104,0.68
2026-07-02 06:47:43+00:00,80,0.5,80.5,161.0,1.801,104,0.67
2026-07-02 06:47:44+00:00,80,0.5,80.5,161.0,1.801,104,0.67
2026-07-02 06:47:45+00:00,81,0.5,81.5,163.0,1.81,103,0.66
2026-07-02 06:47:46+00:00,81,0.5,81.5,163.0,1.81,104,0.66
2026-07-02 06:47:47+00:00,82,0.5,82.5,165.0,1.81,104,0.66
2026-07-02 06:47:48+00:00,82,0.5,82.5,165.0,1.819,104,0.67
2026-07-02 06:47:49+00:00,82,0.5,82.5,165.0,1.819,104,0.67
2026-07-02 06:47:50+00:00,82,0.5,82.5,165.0,1.819,104,0.66
2026-07-02 06:47:51+00:00,82,0.5,82.5,165.0,1.829,104,0.66
2026-07-02 06:47:52+00:00,82,0.5,82.5,165.0,1.829,104,0.67
2026-07-02 06:47:53+00:00,82,0.5,82.5,165.0,1.829,104,0.67
2026-07-02 06:47:54+00:00,82,0.5,82.5,165.0,1.829,105,0.67
2026-07-02 06:47:55+00:00,82,0.5,82.5,165.0,1.838,105,0.67
2026-07-02 06:47:56+00:00,82,0.5,82.5,165.0,1.838,105,0.67
2026-07-02 06:47:57+00:00,81,0.5,81.5,163.0,1.838,105,0.67
2026-07-02 06:47:58+00:00,81,0.5,81.5,163.0,1.829,105,0.67
2026-07-02 06:47:59+00:00,81,0.5,81.5,163.0,1.819,105,0.67
2026-07-02 06:48:00+00:00,81,0.5,81.5,163.0,1.819,105,0.67
